Movie Name,Release Date,Rating,Director,Link
The Terminator,1984,8.0,Michael Mann,https://www.imdb.com/title/tt0113277/?ref_=adv_li_tt
Faa yeung nin wa,2000,8.0,Michael Mann,https://www.imdb.com/title/tt0113277/?ref_=adv_li_tt
"Paris, Texas",1984,8.0,Akira Kurosawa,https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt
El ángel exterminador,1962,8.0,Akira Kurosawa,https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt
Guardians of the Galaxy,2014,8.0,Akira Kurosawa,https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt
Aladdin,1992,8.0,Akira Kurosawa,https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt
Mou gaan dou,2002,8.0,Christopher Nolan,https://www.imdb.com/title/tt0372784/?ref_=adv_li_tt
La battaglia di Algeri,1966,8.0,Christopher Nolan,https://www.imdb.com/title/tt0372784/?ref_=adv_li_tt
Tenkû no shiro Rapyuta,1986,8.0,John McTiernan,https://www.imdb.com/title/tt0095016/?ref_=adv_li_tt
Zerkalo,1975,8.0,John McTiernan,https://www.imdb.com/title/tt0095016/?ref_=adv_li_tt
Movie Name,Release Date,Rating,Director,Link
The Shawshank Redemption,1994,9.2,Frank Darabont,https://www.imdb.com/title/tt0111161/?ref_=adv_li_tt
The Godfather,1972,9.1,Frank Darabont,https://www.imdb.com/title/tt0111161/?ref_=adv_li_tt
The Godfather: Part II,1974,9.0,Francis Ford Coppola,https://www.imdb.com/title/tt0068646/?ref_=adv_li_tt
The Dark Knight,2008,9.0,Francis Ford Coppola,https://www.imdb.com/title/tt0068646/?ref_=adv_li_tt
12 Angry Men,1957,8.9,Francis Ford Coppola,https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt
Schindler's List,1993,8.9,Francis Ford Coppola,https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt
The Lord of the Rings: The Return of the King,2003,8.9,Christopher Nolan,https://www.imdb.com/title/tt0468569/?ref_=adv_li_tt
Pulp Fiction,1994,8.9,Christopher Nolan,https://www.imdb.com/title/tt0468569/?ref_=adv_li_tt
"Il buono, il brutto, il cattivo",1966,8.8,Sidney Lumet,https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt
Fight Club,1999,8.8,Sidney Lumet,https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,Steven Spielberg,https://www.imdb.com/title/tt0108052/?ref_=adv_li_tt
Movie Name,Release Date,Rating,Director,Link
The Shawshank Redemption,1994,9.2,Frank Darabont,https://www.imdb.com/title/tt0111161/
The Godfather,1972,9.1,Francis Ford Coppola,https://www.imdb.com/title/tt0068646/
The Godfather: Part II,1974,9.0,Francis Ford Coppola,https://www.imdb.com/title/tt0071562/
The Dark Knight,2008,9.0,Christopher Nolan,https://www.imdb.com/title/tt0468569/
12 Angry Men,1957,8.9,Sidney Lumet,https://www.imdb.com/title/tt0050083/
Schindler's List,1993,8.9,Steven Spielberg,https://www.imdb.com/title/tt0108052/
The Lord of the Rings: The Return of the King,2003,8.9,Peter Jackson,https://www.imdb.com/title/tt0167260/
Pulp Fiction,1994,8.9,Quentin Tarantino,https://www.imdb.com/title/tt0110912/
"Il buono, il brutto, il cattivo",1966,8.8,Sergio Leone,https://www.imdb.com/title/tt0060196/
Fight Club,1999,8.8,David Fincher,https://www.imdb.com/title/tt0137523/
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,Peter Jackson,https://www.imdb.com/title/tt0120737/
Forrest Gump,1994,8.8,Robert Zemeckis,https://www.imdb.com/title/tt0109830/
Joker,2019,8.7,Todd Phillips,https://www.imdb.com/title/tt7286456/
Inception,2010,8.7,Christopher Nolan,https://www.imdb.com/title/tt1375666/
Star Wars: Episode V - The Empire Strikes Back,1980,8.7,Irvin Kershner,https://www.imdb.com/title/tt0080684/
The Lord of the Rings: The Two Towers,2002,8.7,Peter Jackson,https://www.imdb.com/title/tt0167261/
The Matrix,1999,8.6,"Lana Wachowski (as The Wachowski Brothers), Lilly Wachowski (as The Wachowski Brothers)",https://www.imdb.com/title/tt0133093/
One Flew Over the Cuckoo's Nest,1975,8.6,Milos Forman,https://www.imdb.com/title/tt0073486/
Goodfellas,1990,8.6,Martin Scorsese,https://www.imdb.com/title/tt0099685/
Shichinin no samurai,1954,8.6,Akira Kurosawa,https://www.imdb.com/title/tt0047478/
Se7en,1995,8.6,David Fincher,https://www.imdb.com/title/tt0114369/
Cidade de Deus,2002,8.6,"Fernando Meirelles, Kátia Lund (co-director)",https://www.imdb.com/title/tt0317248/
La vita è bella,1997,8.6,Roberto Benigni,https://www.imdb.com/title/tt0118799/
The Silence of the Lambs,1991,8.6,Jonathan Demme,https://www.imdb.com/title/tt0102926/
It's a Wonderful Life,1946,8.6,Frank Capra,https://www.imdb.com/title/tt0038650/
Star Wars,1977,8.6,George Lucas,https://www.imdb.com/title/tt0076759/
Saving Private Ryan,1998,8.5,Steven Spielberg,https://www.imdb.com/title/tt0120815/
Sen to Chihiro no kamikakushi,2001,8.5,Hayao Miyazaki,https://www.imdb.com/title/tt0245429/
The Green Mile,1999,8.5,Frank Darabont,https://www.imdb.com/title/tt0120689/
Léon,1994,8.5,Luc Besson,https://www.imdb.com/title/tt0110413/
Interstellar,2014,8.5,Christopher Nolan,https://www.imdb.com/title/tt0816692/
Seppuku,1962,8.5,Masaki Kobayashi,https://www.imdb.com/title/tt0056058/
The Usual Suspects,1995,8.5,Bryan Singer,https://www.imdb.com/title/tt0114814/
The Lion King,1994,8.5,"Roger Allers, Rob Minkoff",https://www.imdb.com/title/tt0110357/
American History X,1998,8.5,Tony Kaye,https://www.imdb.com/title/tt0120586/
Back to the Future,1985,8.5,Robert Zemeckis,https://www.imdb.com/title/tt0088763/
The Pianist,2002,8.5,Roman Polanski,https://www.imdb.com/title/tt0253474/
Modern Times,1936,8.5,Charles Chaplin (as Charlie Chaplin),https://www.imdb.com/title/tt0027977/
Terminator 2: Judgment Day,1991,8.5,James Cameron,https://www.imdb.com/title/tt0103064/
The Intouchables,2011,8.5,"Olivier Nakache, Éric Toledano",https://www.imdb.com/title/tt1675434/
Psycho,1960,8.5,Alfred Hitchcock,https://www.imdb.com/title/tt0054215/
Gladiator,2000,8.5,Ridley Scott,https://www.imdb.com/title/tt0172495/
City Lights,1931,8.5,Charles Chaplin,https://www.imdb.com/title/tt0021749/
The Departed,2006,8.5,Martin Scorsese,https://www.imdb.com/title/tt0407887/
Whiplash,2014,8.5,Damien Chazelle,https://www.imdb.com/title/tt2582802/
Once Upon a Time in the West,1968,8.5,Sergio Leone,https://www.imdb.com/title/tt0064116/
The Prestige,2006,8.5,Christopher Nolan,https://www.imdb.com/title/tt0482571/
Casablanca,1942,8.4,Michael Curtiz,https://www.imdb.com/title/tt0034583/
Avengers: Endgame,2019,8.4,"Anthony Russo, Joe Russo",https://www.imdb.com/title/tt4154796/
Hotaru no haka,1988,8.4,Isao Takahata,https://www.imdb.com/title/tt0095327/
Rear Window,1954,8.4,Alfred Hitchcock,https://www.imdb.com/title/tt0047396/
Nuovo Cinema Paradiso,1988,8.4,Giuseppe Tornatore,https://www.imdb.com/title/tt0095765/
Alien,1979,8.4,Ridley Scott,https://www.imdb.com/title/tt0078748/
Raiders of the Lost Ark,1981,8.4,Steven Spielberg,https://www.imdb.com/title/tt0082971/
Memento,2000,8.4,Christopher Nolan,https://www.imdb.com/title/tt0209144/
Apocalypse Now,1979,8.4,"Francis Ford Coppola (as Francis Coppola), Francis Ford Coppola",https://www.imdb.com/title/tt0078788/
The Great Dictator,1940,8.4,Charles Chaplin,https://www.imdb.com/title/tt0032553/
The Lives of Others,2006,8.4,Florian Henckel von Donnersmarck,https://www.imdb.com/title/tt0405094/
Django Unchained,2012,8.4,Quentin Tarantino,https://www.imdb.com/title/tt1853728/
Avengers: Infinity War,2018,8.4,"Anthony Russo, Joe Russo",https://www.imdb.com/title/tt4154756/
Spider-Man: Into the Spider-Verse,2018,8.4,"Bob Persichetti, Peter Ramsey |
1 more credit »
",https://www.imdb.com/title/tt4633694/
The Shining,1980,8.4,Stanley Kubrick,https://www.imdb.com/title/tt0081505/
Paths of Glory,1957,8.4,Stanley Kubrick,https://www.imdb.com/title/tt0050825/
Gisaengchung,2019,8.4,Bong Joon Ho (as Joon-ho Bong),https://www.imdb.com/title/tt6751668/
WALL·E,2008,8.4,Andrew Stanton,https://www.imdb.com/title/tt0910970/
Mononoke-hime,1997,8.4,Hayao Miyazaki,https://www.imdb.com/title/tt0119698/
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,Stanley Kubrick,https://www.imdb.com/title/tt0057012/
Sunset Blvd.,1950,8.4,Billy Wilder,https://www.imdb.com/title/tt0043014/
Oldeuboi,2003,8.3,Chan-wook Park,https://www.imdb.com/title/tt0364569/
Witness for the Prosecution,1957,8.3,Billy Wilder,https://www.imdb.com/title/tt0051201/
The Dark Knight Rises,2012,8.3,Christopher Nolan,https://www.imdb.com/title/tt1345836/
Once Upon a Time in America,1984,8.3,Sergio Leone,https://www.imdb.com/title/tt0087843/
Aliens,1986,8.3,James Cameron,https://www.imdb.com/title/tt0090605/
American Beauty,1999,8.3,Sam Mendes,https://www.imdb.com/title/tt0169547/
Coco,2017,8.3,"Lee Unkrich, Adrian Molina (co-director)",https://www.imdb.com/title/tt2380307/
Kimi no na wa.,2016,8.3,Makoto Shinkai,https://www.imdb.com/title/tt5311514/
Braveheart,1995,8.3,Mel Gibson,https://www.imdb.com/title/tt0112573/
Das Boot,1981,8.3,Wolfgang Petersen,https://www.imdb.com/title/tt0082096/
3 Idiots,2009,8.3,Rajkumar Hirani,https://www.imdb.com/title/tt1187043/
Taare Zameen Par,2007,8.3,"Aamir Khan, Amole Gupte (uncredited)",https://www.imdb.com/title/tt0986264/
Star Wars: Episode VI - Return of the Jedi,1983,8.3,Richard Marquand,https://www.imdb.com/title/tt0086190/
Toy Story,1995,8.3,John Lasseter,https://www.imdb.com/title/tt0114709/
Reservoir Dogs,1992,8.3,Quentin Tarantino,https://www.imdb.com/title/tt0105236/
Amadeus,1984,8.3,Milos Forman,https://www.imdb.com/title/tt0086879/
Dangal,2016,8.3,Nitesh Tiwari,https://www.imdb.com/title/tt5074352/
Inglourious Basterds,2009,8.3,Quentin Tarantino,https://www.imdb.com/title/tt0361748/
Good Will Hunting,1997,8.3,Gus Van Sant,https://www.imdb.com/title/tt0119217/
M - Eine Stadt sucht einen Mörder,1931,8.3,Fritz Lang,https://www.imdb.com/title/tt0022100/
Requiem for a Dream,2000,8.3,Darren Aronofsky,https://www.imdb.com/title/tt0180093/
2001: A Space Odyssey,1968,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0062622/
Vertigo,1958,8.3,Alfred Hitchcock,https://www.imdb.com/title/tt0052357/
Eternal Sunshine of the Spotless Mind,2004,8.3,Michel Gondry,https://www.imdb.com/title/tt0338013/
Citizen Kane,1941,8.3,Orson Welles,https://www.imdb.com/title/tt0033467/
Jagten,2012,8.3,Thomas Vinterberg,https://www.imdb.com/title/tt2106476/
Full Metal Jacket,1987,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0093058/
North by Northwest,1959,8.3,Alfred Hitchcock,https://www.imdb.com/title/tt0053125/
A Clockwork Orange,1971,8.3,Stanley Kubrick,https://www.imdb.com/title/tt0066921/
Snatch,2000,8.3,Guy Ritchie,https://www.imdb.com/title/tt0208092/
The Kid,1921,8.2,Charles Chaplin (as Charlie Chaplin),https://www.imdb.com/title/tt0012349/
Amélie,2001,8.2,Jean-Pierre Jeunet,https://www.imdb.com/title/tt0211915/
Ladri di biciclette,1948,8.2,Vittorio De Sica,https://www.imdb.com/title/tt0040522/
Scarface,1983,8.2,Brian De Palma,https://www.imdb.com/title/tt0086250/
Singin' in the Rain,1952,8.2,"Stanley Donen, Gene Kelly",https://www.imdb.com/title/tt0045152/
Lawrence of Arabia,1962,8.2,David Lean,https://www.imdb.com/title/tt0056172/
Taxi Driver,1976,8.2,Martin Scorsese,https://www.imdb.com/title/tt0075314/
Toy Story 3,2010,8.2,Lee Unkrich,https://www.imdb.com/title/tt0435761/
The Sting,1973,8.2,George Roy Hill,https://www.imdb.com/title/tt0070735/
Metropolis,1927,8.2,Fritz Lang,https://www.imdb.com/title/tt0017136/
Per qualche dollaro in più,1965,8.2,Sergio Leone,https://www.imdb.com/title/tt0059578/
Ikiru,1952,8.2,Akira Kurosawa,https://www.imdb.com/title/tt0044741/
Double Indemnity,1944,8.2,Billy Wilder,https://www.imdb.com/title/tt0036775/
Jodaeiye Nader az Simin,2011,8.2,Asghar Farhadi,https://www.imdb.com/title/tt1832382/
To Kill a Mockingbird,1962,8.2,Robert Mulligan,https://www.imdb.com/title/tt0056592/
Indiana Jones and the Last Crusade,1989,8.2,Steven Spielberg,https://www.imdb.com/title/tt0097576/
The Apartment,1960,8.2,Billy Wilder,https://www.imdb.com/title/tt0053604/
Capharnaüm,2018,8.2,Nadine Labaki,https://www.imdb.com/title/tt8267604/
Up,2009,8.2,"Pete Docter, Bob Peterson (co-director)",https://www.imdb.com/title/tt1049413/
L.A. Confidential,1997,8.2,Curtis Hanson,https://www.imdb.com/title/tt0119488/
Monty Python and the Holy Grail,1975,8.2,"Terry Gilliam, Terry Jones",https://www.imdb.com/title/tt0071853/
Incendies,2010,8.2,Denis Villeneuve,https://www.imdb.com/title/tt1255953/
Heat,1995,8.2,Michael Mann,https://www.imdb.com/title/tt0113277/
Rashômon,1950,8.2,Akira Kurosawa,https://www.imdb.com/title/tt0042876/
Yôjinbô,1961,8.2,Akira Kurosawa,https://www.imdb.com/title/tt0055630/
Batman Begins,2005,8.2,Christopher Nolan,https://www.imdb.com/title/tt0372784/
Die Hard,1988,8.2,John McTiernan,https://www.imdb.com/title/tt0095016/
Unforgiven,1992,8.2,Clint Eastwood,https://www.imdb.com/title/tt0105695/
Green Book,2018,8.2,Peter Farrelly,https://www.imdb.com/title/tt6966692/
Der Untergang,2004,8.2,Oliver Hirschbiegel,https://www.imdb.com/title/tt0363163/
Bacheha-Ye aseman,1997,8.2,Majid Majidi,https://www.imdb.com/title/tt0118849/
Some Like It Hot,1959,8.2,Billy Wilder,https://www.imdb.com/title/tt0053291/
Hauru no ugoku shiro,2004,8.2,Hayao Miyazaki,https://www.imdb.com/title/tt0347149/
The Great Escape,1963,8.2,John Sturges,https://www.imdb.com/title/tt0057115/
Drishyam,2013,8.2,Jeethu Joseph,https://www.imdb.com/title/tt3417422/
Tonari no Totoro,1988,8.2,Hayao Miyazaki,https://www.imdb.com/title/tt0096283/
Ran,1985,8.2,Akira Kurosawa,https://www.imdb.com/title/tt0089881/
A Beautiful Mind,2001,8.2,Ron Howard,https://www.imdb.com/title/tt0268978/
All About Eve,1950,8.2,Joseph L. Mankiewicz,https://www.imdb.com/title/tt0042192/
Pan's Labyrinth,2006,8.2,Guillermo del Toro,https://www.imdb.com/title/tt0457430/
Casino,1995,8.2,Martin Scorsese,https://www.imdb.com/title/tt0112641/
Idi i smotri,1985,8.2,Elem Klimov (as E. Klimov),https://www.imdb.com/title/tt0091251/
El secreto de sus ojos,2009,8.2,Juan José Campanella,https://www.imdb.com/title/tt1305806/
"Lock, Stock and Two Smoking Barrels",1998,8.2,Guy Ritchie,https://www.imdb.com/title/tt0120735/
Raging Bull,1980,8.2,Martin Scorsese,https://www.imdb.com/title/tt0081398/
Babam ve Oglum,2005,8.1,Çagan Irmak,https://www.imdb.com/title/tt0476735/
The Treasure of the Sierra Madre,1948,8.1,John Huston,https://www.imdb.com/title/tt0040897/
The Wolf of Wall Street,2013,8.1,Martin Scorsese,https://www.imdb.com/title/tt0993846/
Judgment at Nuremberg,1961,8.1,Stanley Kramer,https://www.imdb.com/title/tt0055031/
"Three Billboards Outside Ebbing, Missouri",2017,8.1,Martin McDonagh,https://www.imdb.com/title/tt5027774/
Chinatown,1974,8.1,Roman Polanski,https://www.imdb.com/title/tt0071315/
The Gold Rush,1925,8.1,Charles Chaplin,https://www.imdb.com/title/tt0015864/
Dial M for Murder,1954,8.1,Alfred Hitchcock,https://www.imdb.com/title/tt0046912/
Inside Out,2015,8.1,"Pete Docter, Ronnie Del Carmen (co-director)",https://www.imdb.com/title/tt2096673/
There Will Be Blood,2007,8.1,Paul Thomas Anderson,https://www.imdb.com/title/tt0469494/
V for Vendetta,2005,8.1,James McTeigue,https://www.imdb.com/title/tt0434409/
Det sjunde inseglet,1957,8.1,Ingmar Bergman,https://www.imdb.com/title/tt0050976/
Warrior,2011,8.1,Gavin O'Connor,https://www.imdb.com/title/tt1291584/
Room,2015,8.1,Lenny Abrahamson,https://www.imdb.com/title/tt3170832/
No Country for Old Men,2007,8.1,"Ethan Coen, Joel Coen",https://www.imdb.com/title/tt0477348/
Trainspotting,1996,8.1,Danny Boyle,https://www.imdb.com/title/tt0117951/
The Elephant Man,1980,8.1,David Lynch,https://www.imdb.com/title/tt0080678/
Andhadhun,2018,8.1,Sriram Raghavan,https://www.imdb.com/title/tt8108198/
The Sixth Sense,1999,8.1,M. Night Shyamalan,https://www.imdb.com/title/tt0167404/
Shutter Island,2010,8.1,Martin Scorsese,https://www.imdb.com/title/tt1130884/
The Thing,1982,8.1,John Carpenter,https://www.imdb.com/title/tt0084787/
The Bridge on the River Kwai,1957,8.1,David Lean,https://www.imdb.com/title/tt0050212/
Gone with the Wind,1939,8.1,"Victor Fleming, George Cukor (uncredited)            |
1 more credit »
",https://www.imdb.com/title/tt0031381/
Blade Runner,1982,8.1,Ridley Scott,https://www.imdb.com/title/tt0083658/
The Third Man,1949,8.1,Carol Reed,https://www.imdb.com/title/tt0041959/
On the Waterfront,1954,8.1,Elia Kazan,https://www.imdb.com/title/tt0047296/
Eskiya,1996,8.1,Yavuz Turgul,https://www.imdb.com/title/tt0116231/
Smultronstället,1957,8.1,Ingmar Bergman,https://www.imdb.com/title/tt0050986/
Jurassic Park,1993,8.1,Steven Spielberg,https://www.imdb.com/title/tt0107290/
Finding Nemo,2003,8.1,"Andrew Stanton, Lee Unkrich (co-director)",https://www.imdb.com/title/tt0266543/
Gran Torino,2008,8.1,Clint Eastwood,https://www.imdb.com/title/tt1205489/
Fargo,1996,8.1,"Joel Coen, Ethan Coen (uncredited)",https://www.imdb.com/title/tt0116282/
Kill Bill: Vol. 1,2003,8.1,Quentin Tarantino,https://www.imdb.com/title/tt0266697/
The Deer Hunter,1978,8.1,Michael Cimino,https://www.imdb.com/title/tt0077416/
Tôkyô monogatari,1953,8.1,Yasujirô Ozu,https://www.imdb.com/title/tt0046438/
Stalker,1979,8.1,Andrei Tarkovsky,https://www.imdb.com/title/tt0079944/
The Big Lebowski,1998,8.1,"Joel Coen, Ethan Coen (uncredited)",https://www.imdb.com/title/tt0118715/
The Truman Show,1998,8.1,Peter Weir,https://www.imdb.com/title/tt0120382/
Relatos salvajes,2014,8.1,Damián Szifron,https://www.imdb.com/title/tt3011894/
Mary and Max,2009,8.1,Adam Elliot,https://www.imdb.com/title/tt0978762/
Hacksaw Ridge,2016,8.1,Mel Gibson,https://www.imdb.com/title/tt2119532/
Gone Girl,2014,8.1,David Fincher,https://www.imdb.com/title/tt2267998/
In the Name of the Father,1993,8.1,Jim Sheridan,https://www.imdb.com/title/tt0107207/
Sherlock Jr.,1924,8.1,Buster Keaton,https://www.imdb.com/title/tt0015324/
The General,1926,8.1,"Clyde Bruckman, Buster Keaton",https://www.imdb.com/title/tt0017925/
How to Train Your Dragon,2010,8.1,"Dean DeBlois, Chris Sanders",https://www.imdb.com/title/tt0892769/
Mr. Smith Goes to Washington,1939,8.1,Frank Capra,https://www.imdb.com/title/tt0031679/
The Grand Budapest Hotel,2014,8.1,Wes Anderson,https://www.imdb.com/title/tt2278388/
Salinui chueok,2003,8.1,Bong Joon Ho (as Joon-ho Bong),https://www.imdb.com/title/tt0353969/
Persona,1966,8.1,Ingmar Bergman,https://www.imdb.com/title/tt0060827/
Before Sunrise,1995,8.1,Richard Linklater,https://www.imdb.com/title/tt0112471/
Catch Me If You Can,2002,8.1,Steven Spielberg,https://www.imdb.com/title/tt0264464/
The Red Shoes,1948,8.1,"Michael Powell, Emeric Pressburger",https://www.imdb.com/title/tt0040725/
Into the Wild,2007,8.1,Sean Penn,https://www.imdb.com/title/tt0758758/
Le salaire de la peur,1953,8.1,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046268/
Cool Hand Luke,1967,8.1,Stuart Rosenberg,https://www.imdb.com/title/tt0061512/
12 Years a Slave,2013,8.1,Steve McQueen,https://www.imdb.com/title/tt2024544/
Network,1976,8.1,Sidney Lumet,https://www.imdb.com/title/tt0074958/
Prisoners,2013,8.1,Denis Villeneuve,https://www.imdb.com/title/tt1392214/
Life of Brian,1979,8.1,Terry Jones,https://www.imdb.com/title/tt0079470/
Stand by Me,1986,8.1,Rob Reiner,https://www.imdb.com/title/tt0092005/
La passion de Jeanne d'Arc,1928,8.1,Carl Theodor Dreyer (as Carl Th. Dreyer),https://www.imdb.com/title/tt0019254/
Mad Max: Fury Road,2015,8.1,George Miller,https://www.imdb.com/title/tt1392190/
Rang De Basanti,2006,8.1,Rakeysh Omprakash Mehra (as Rakesh Omprakash Mehra),https://www.imdb.com/title/tt0405508/
Platoon,1986,8.1,Oliver Stone,https://www.imdb.com/title/tt0091763/
Andrei Rublev,1966,8.1,Andrei Tarkovsky (as Andrey Tarkovskiy),https://www.imdb.com/title/tt0060107/
Rush,2013,8.1,Ron Howard,https://www.imdb.com/title/tt1979320/
Million Dollar Baby,2004,8.1,Clint Eastwood,https://www.imdb.com/title/tt0405159/
Hachi: A Dog's Tale,2009,8.1,Lasse Hallström,https://www.imdb.com/title/tt1028532/
Logan,2017,8.1,James Mangold,https://www.imdb.com/title/tt3315342/
Barry Lyndon,1975,8.1,Stanley Kubrick,https://www.imdb.com/title/tt0072684/
Ben-Hur,1959,8.1,William Wyler,https://www.imdb.com/title/tt0052618/
Kaze no tani no Naushika,1984,8.0,Hayao Miyazaki,https://www.imdb.com/title/tt0087544/
Hotel Rwanda,2004,8.0,Terry George,https://www.imdb.com/title/tt0395169/
White Heat,1949,8.0,Raoul Walsh,https://www.imdb.com/title/tt0042041/
Amores perros,2000,8.0,Alejandro G. Iñárritu (as Alejandro González Iñárritu),https://www.imdb.com/title/tt0245712/
Harry Potter and the Deathly Hallows: Part 2,2011,8.0,David Yates,https://www.imdb.com/title/tt1201607/
Les quatre cents coups,1959,8.0,François Truffaut,https://www.imdb.com/title/tt0053198/
Spotlight,2015,8.0,Tom McCarthy,https://www.imdb.com/title/tt1895587/
Ace in the Hole,1951,8.0,Billy Wilder,https://www.imdb.com/title/tt0043338/
Dead Poets Society,1989,8.0,Peter Weir,https://www.imdb.com/title/tt0097165/
Rebecca,1940,8.0,Alfred Hitchcock,https://www.imdb.com/title/tt0032976/
Rocky,1976,8.0,John G. Avildsen,https://www.imdb.com/title/tt0075148/
"Monsters, Inc.",2001,8.0,"Pete Docter, David Silverman (co-director)            |
1 more credit »
",https://www.imdb.com/title/tt0198781/
It Happened One Night,1934,8.0,Frank Capra,https://www.imdb.com/title/tt0025316/
Gangs of Wasseypur,2012,8.0,Anurag Kashyap,https://www.imdb.com/title/tt1954470/
La haine,1995,8.0,Mathieu Kassovitz,https://www.imdb.com/title/tt0113247/
Ah-ga-ssi,2016,8.0,Chan-wook Park,https://www.imdb.com/title/tt4016934/
Lagaan: Once Upon a Time in India,2001,8.0,Ashutosh Gowariker,https://www.imdb.com/title/tt0169102/
The Princess Bride,1987,8.0,Rob Reiner,https://www.imdb.com/title/tt0093779/
Munna Bhai M.B.B.S.,2003,8.0,Rajkumar Hirani,https://www.imdb.com/title/tt0374887/
PK,2014,8.0,Rajkumar Hirani,https://www.imdb.com/title/tt2338151/
Butch Cassidy and the Sundance Kid,1969,8.0,George Roy Hill,https://www.imdb.com/title/tt0064115/
Before Sunset,2004,8.0,Richard Linklater,https://www.imdb.com/title/tt0381681/
The Help,2011,8.0,Tate Taylor,https://www.imdb.com/title/tt1454029/
"Swades: We, the People",2004,8.0,Ashutosh Gowariker,https://www.imdb.com/title/tt0367110/
Akira,1988,8.0,Katsuhiro Ôtomo,https://www.imdb.com/title/tt0094625/
The Terminator,1984,8.0,James Cameron,https://www.imdb.com/title/tt0088247/
Faa yeung nin wa,2000,8.0,Kar-Wai Wong (as Kar Wai Wong),https://www.imdb.com/title/tt0118694/
"Paris, Texas",1984,8.0,Wim Wenders,https://www.imdb.com/title/tt0087884/
El ángel exterminador,1962,8.0,Luis Buñuel,https://www.imdb.com/title/tt0056732/
Guardians of the Galaxy,2014,8.0,James Gunn,https://www.imdb.com/title/tt2015381/
Aladdin,1992,8.0,"Ron Clements, John Musker",https://www.imdb.com/title/tt0103639/
Mou gaan dou,2002,8.0,"Andrew Lau, Alan Mak",https://www.imdb.com/title/tt0338564/
La battaglia di Algeri,1966,8.0,Gillo Pontecorvo,https://www.imdb.com/title/tt0058946/
Tenkû no shiro Rapyuta,1986,8.0,Hayao Miyazaki,https://www.imdb.com/title/tt0092067/
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.0,"Hideaki Anno, Kazuya Tsurumaki",https://www.imdb.com/title/tt0169858/
